image_path,image_filename,image_datetime,station,lat,lon,measurement_datetime,moisture,time_diff_hours
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241205_112506_29_2518_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-05 11:25:06,Carretoro,41.26504,-5.38049,2024-12-05 14:00:00,0.03,2.5816666666666666
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 10:41:14,Carretoro,41.26504,-5.38049,2024-12-07 08:00:00,0.03,2.687222222222222
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 10:41:14,Carretoro,41.26504,-5.38049,2024-12-07 09:00:00,0.0298,1.6872222222222222
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:49,Carretoro,41.26504,-5.38049,2024-12-07 09:00:00,0.0298,2.463611111111111
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 10:41:14,Carretoro,41.26504,-5.38049,2024-12-07 10:00:00,0.0299,0.6872222222222222
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:49,Carretoro,41.26504,-5.38049,2024-12-07 10:00:00,0.0299,1.4636111111111112
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 10:41:14,Carretoro,41.26504,-5.38049,2024-12-07 11:00:00,0.0297,0.31277777777777777
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:49,Carretoro,41.26504,-5.38049,2024-12-07 11:00:00,0.0297,0.4636111111111111
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 10:41:14,Carretoro,41.26504,-5.38049,2024-12-07 12:00:00,0.0301,1.3127777777777778
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:49,Carretoro,41.26504,-5.38049,2024-12-07 12:00:00,0.0301,0.5363888888888889
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_104114_61_24c0_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 10:41:14,Carretoro,41.26504,-5.38049,2024-12-07 13:00:00,0.0302,2.312777777777778
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:49,Carretoro,41.26504,-5.38049,2024-12-07 13:00:00,0.0302,1.5363888888888888
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241207_112749_21_24d9_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-07 11:27:49,Carretoro,41.26504,-5.38049,2024-12-07 14:00:00,0.03,2.536388888888889
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:15,Carretoro,41.26504,-5.38049,2024-12-08 09:00:00,0.0267,2.4208333333333334
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:17,Carretoro,41.26504,-5.38049,2024-12-08 09:00:00,0.0267,2.421388888888889
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:15,Carretoro,41.26504,-5.38049,2024-12-08 10:00:00,0.0265,1.4208333333333334
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:17,Carretoro,41.26504,-5.38049,2024-12-08 10:00:00,0.0265,1.4213888888888888
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:15,Carretoro,41.26504,-5.38049,2024-12-08 11:00:00,0.0264,0.42083333333333334
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:17,Carretoro,41.26504,-5.38049,2024-12-08 11:00:00,0.0264,0.42138888888888887
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:15,Carretoro,41.26504,-5.38049,2024-12-08 12:00:00,0.0272,0.5791666666666667
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:17,Carretoro,41.26504,-5.38049,2024-12-08 12:00:00,0.0272,0.5786111111111111
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:15,Carretoro,41.26504,-5.38049,2024-12-08 13:00:00,0.0273,1.5791666666666666
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:17,Carretoro,41.26504,-5.38049,2024-12-08 13:00:00,0.0273,1.5786111111111112
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112515_65_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:15,Carretoro,41.26504,-5.38049,2024-12-08 14:00:00,0.0266,2.5791666666666666
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241208_112517_92_24c6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-08 11:25:17,Carretoro,41.26504,-5.38049,2024-12-08 14:00:00,0.0266,2.578611111111111
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_112404_06_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_112404_06_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:04,Carretoro,41.26504,-5.38049,2024-12-09 09:00:00,0.0255,2.401111111111111
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_112406_38_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_112406_38_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:06,Carretoro,41.26504,-5.38049,2024-12-09 09:00:00,0.0255,2.401666666666667
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_113654_94_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_113654_94_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:54,Carretoro,41.26504,-5.38049,2024-12-09 09:00:00,0.0255,2.615
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_113656_95_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_113656_95_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:56,Carretoro,41.26504,-5.38049,2024-12-09 09:00:00,0.0255,2.6155555555555554
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_112404_06_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_112404_06_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:04,Carretoro,41.26504,-5.38049,2024-12-09 10:00:00,0.0251,1.4011111111111112
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_112406_38_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_112406_38_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:06,Carretoro,41.26504,-5.38049,2024-12-09 10:00:00,0.0251,1.4016666666666666
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_113654_94_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_113654_94_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:54,Carretoro,41.26504,-5.38049,2024-12-09 10:00:00,0.0251,1.615
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_113656_95_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_113656_95_24d6_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:36:56,Carretoro,41.26504,-5.38049,2024-12-09 10:00:00,0.0251,1.6155555555555556
/home/jbktn/inzynierka/data/remedhus_timeseries/batch_001/c7a98ddf-2e17-49c5-96f7-c6491c2b2a16/PSScene/20241209_112404_06_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,20241209_112404_06_2511_3B_AnalyticMS_SR_8b_clip_reproject.tif,2024-12-09 11:24:04,Carretoro,41.26504,-5.38049,2024-12-09 11:00:00,0.0252,0.4011111111111111
